4GTV,#genre#
HITS頻道,http://wdy.601417.eu.org:55007/4gtv-live620/index.m3u8
龍華日韓台,http://wdy.601417.eu.org:55007/litv-longturn11/index.m3u8
八大精彩台,http://wdy.601417.eu.org:55007/4gtv-4gtv034/index.m3u8
霹靂布袋戲,http://wdy.601417.eu.org:55007/4gtv-live145/index.m3u8
靖天戲劇台,http://wdy.601417.eu.org:55007/4gtv-4gtv058/index.m3u8
靖洋戲劇台,http://wdy.601417.eu.org:55007/4gtv-4gtv045/index.m3u8
CI 罪案偵查頻道,http://wdy.601417.eu.org:55007/4gtv-live027/index.m3u8
視納華仁紀實頻道,http://wdy.601417.eu.org:55007/4gtv-4gtv013/index.m3u8
影迷數位紀實台,http://wdy.601417.eu.org:55007/4gtv-live023/index.m3u8
金光布袋戲,http://wdy.601417.eu.org:55007/4gtv-live144/index.m3u8
ROCK Action,http://wdy.601417.eu.org:55007/4gtv-live138/index.m3u8
采昌影劇台,http://wdy.601417.eu.org:55007/4gtv-4gtv049/index.m3u8
靖天映畫,http://wdy.601417.eu.org:55007/4gtv-4gtv055/index.m3u8
靖天電影台,http://wdy.601417.eu.org:55007/4gtv-4gtv061/index.m3u8
龍華電影台,http://wdy.601417.eu.org:55007/litv-longturn03/index.m3u8
龍華經典台,http://wdy.601417.eu.org:55007/litv-longturn21/index.m3u8
龍華洋片台,http://wdy.601417.eu.org:55007/litv-longturn02/index.m3u8
影迷數位電影台,http://wdy.601417.eu.org:55007/4gtv-4gtv011/index.m3u8
amc電影台,http://wdy.601417.eu.org:55007/4gtv-4gtv017/index.m3u8
CinemaWorld,http://wdy.601417.eu.org:55007/4gtv-live069/index.m3u8
My Cinema Europe HD 我的歐洲電影,http://wdy.601417.eu.org:55007/4gtv-live157/index.m3u8
好消息,http://wdy.601417.eu.org:55007/litv-ftv16/index.m3u8
好消息2台,http://wdy.601417.eu.org:55007/litv-ftv17/index.m3u8
大愛二台,http://wdy.601417.eu.org:55007/4gtv-live106/index.m3u8
人間衛視,http://wdy.601417.eu.org:55007/4gtv-live008/index.m3u8
FRANCE24 英文台,http://wdy.601417.eu.org:55007/4gtv-live146/index.m3u8
半島國際新聞台,http://wdy.601417.eu.org:55007/litv-ftv10/index.m3u8
VOA美國之音,http://wdy.601417.eu.org:55007/litv-ftv03/index.m3u8
CNBC Asia 財經台,http://wdy.601417.eu.org:55007/4gtv-live130/index.m3u8
DW德國之聲,http://wdy.601417.eu.org:55007/4gtv-live071/index.m3u8
國會頻道1,http://wdy.601417.eu.org:55007/4gtv-4gtv084/index.m3u8
國會頻道2,http://wdy.601417.eu.org:55007/4gtv-4gtv085/index.m3u8
經典電影台,http://wdy.601417.eu.org:55007/4gtv-live021/index.m3u8
經典卡通台,http://wdy.601417.eu.org:55007/4gtv-live022/index.m3u8
兒童卡通台,http://wdy.601417.eu.org:55007/4gtv-live009/index.m3u8
精選動漫台,http://wdy.601417.eu.org:55007/4gtv-live024/index.m3u8
戲劇免費看 1台,http://wdy.601417.eu.org:55007/4gtv-live010/index.m3u8
公視金獎台,http://wdy.601417.eu.org:55007/ofiii13/index.m3u8
哆啦Ａ夢台,http://wdy.601417.eu.org:55007/ofiii22/index.m3u8
新哆啦A夢(中文版),http://wdy.601417.eu.org:55007/ofiii23/index.m3u8
東森娛樂台,http://wdy.601417.eu.org:55007/ofiii32/index.m3u8
中天亞洲精采台,http://wdy.601417.eu.org:55007/ofiii36/index.m3u8
經典劇場,http://wdy.601417.eu.org:55007/ofiii38/index.m3u8
Yes娛樂,http://wdy.601417.eu.org:55007/ofiii47/index.m3u8
Focus風采戲劇台,http://wdy.601417.eu.org:55007/ofiii1048/index.m3u8
掏掏新聞,http://wdy.601417.eu.org:55007/ofiii50/index.m3u8
柯文哲政治風波,http://wdy.601417.eu.org:55007/ofiii51/index.m3u8
國際大小事,http://wdy.601417.eu.org:55007/ofiii55/index.m3u8
第1財經,http://wdy.601417.eu.org:55007/ofiii64/index.m3u8
Golden 強片台,http://wdy.601417.eu.org:55007/ofiii70/index.m3u8
周星馳台,http://wdy.601417.eu.org:55007/ofiii73/index.m3u8
歐飛電影台,http://wdy.601417.eu.org:55007/ofiii74/index.m3u8
歐飛動作電影台,http://wdy.601417.eu.org:55007/ofiii75/index.m3u8
Focus探索新知台,http://wdy.601417.eu.org:55007/ofiii82/index.m3u8
鄉民大學問,http://wdy.601417.eu.org:55007/ofiii83/index.m3u8
野球名人房,http://wdy.601417.eu.org:55007/ofiii84/index.m3u8
社會NOW什麼,http://wdy.601417.eu.org:55007/ofiii85/index.m3u8
泰可愛旋風,http://wdy.601417.eu.org:55007/ofiii89/index.m3u8
演唱會直擊,http://wdy.601417.eu.org:55007/ofiii91/index.m3u8
健康問良醫,http://wdy.601417.eu.org:55007/ofiii92/index.m3u8
饕客揪愛吃,http://wdy.601417.eu.org:55007/ofiii96/index.m3u8
人氣動漫預告,http://wdy.601417.eu.org:55007/ofiii97/index.m3u8
銀髮聚樂部,http://wdy.601417.eu.org:55007/ofiii99/index.m3u8
錦繡安寧,http://wdy.601417.eu.org:55007/ofiii100/index.m3u8
琅琊榜,http://wdy.601417.eu.org:55007/ofiii101/index.m3u8
扶搖,http://wdy.601417.eu.org:55007/ofiii102/index.m3u8
三國,http://wdy.601417.eu.org:55007/ofiii103/index.m3u8
武媚娘傳奇,http://wdy.601417.eu.org:55007/ofiii104/index.m3u8
長樂曲,http://wdy.601417.eu.org:55007/ofiii105/index.m3u8
軍師聯盟,http://wdy.601417.eu.org:55007/ofiii106/index.m3u8
軍師聯盟2 虎嘯龍吟,http://wdy.601417.eu.org:55007/ofiii107/index.m3u8
東宮(完整版),http://wdy.601417.eu.org:55007/ofiii108/index.m3u8
錦衣之下,http://wdy.601417.eu.org:55007/ofiii109/index.m3u8
楚喬傳,http://wdy.601417.eu.org:55007/ofiii110/index.m3u8
倚天屠龍記 2019,http://wdy.601417.eu.org:55007/ofiii111/index.m3u8
披荊斬棘的大小姐,http://wdy.601417.eu.org:55007/ofiii112/index.m3u8
步步驚心,http://wdy.601417.eu.org:55007/ofiii113/index.m3u8
九重紫,http://wdy.601417.eu.org:55007/ofiii114/index.m3u8
私藏浪漫,http://wdy.601417.eu.org:55007/ofiii115/index.m3u8
去有風的地方,http://wdy.601417.eu.org:55007/ofiii116/index.m3u8
以愛為營,http://wdy.601417.eu.org:55007/ofiii117/index.m3u8
向風而行,http://wdy.601417.eu.org:55007/ofiii118/index.m3u8
以家人之名,http://wdy.601417.eu.org:55007/ofiii119/index.m3u8
獵狐,http://wdy.601417.eu.org:55007/ofiii120/index.m3u8
好運家,http://wdy.601417.eu.org:55007/ofiii121/index.m3u8
請叫我總監,http://wdy.601417.eu.org:55007/ofiii122/index.m3u8
司藤,http://wdy.601417.eu.org:55007/ofiii123/index.m3u8
他們的奇妙時光,http://wdy.601417.eu.org:55007/ofiii124/index.m3u8
豬哥壹級棒,http://wdy.601417.eu.org:55007/ofiii126/index.m3u8
醫師好辣,http://wdy.601417.eu.org:55007/ofiii128/index.m3u8
WTO姐妹會,http://wdy.601417.eu.org:55007/ofiii129/index.m3u8
綜藝玩很大,http://wdy.601417.eu.org:55007/ofiii130/index.m3u8
全民星攻略,http://wdy.601417.eu.org:55007/ofiii131/index.m3u8
健康2.0,http://wdy.601417.eu.org:55007/ofiii132/index.m3u8
台灣啟示錄,http://wdy.601417.eu.org:55007/ofiii133/index.m3u8
法眼黑與白,http://wdy.601417.eu.org:55007/ofiii134/index.m3u8
天才衝衝衝,http://wdy.601417.eu.org:55007/ofiii135/index.m3u8
一步一腳印 發現新台灣,http://wdy.601417.eu.org:55007/ofiii136/index.m3u8
女人我最大,http://wdy.601417.eu.org:55007/ofiii137/index.m3u8
看板人物,http://wdy.601417.eu.org:55007/ofiii138/index.m3u8
威廉沈歡樂送,http://wdy.601417.eu.org:55007/ofiii139/index.m3u8
一字千金,http://wdy.601417.eu.org:55007/ofiii142/index.m3u8
11點熱吵店,http://wdy.601417.eu.org:55007/ofiii143/index.m3u8
白雪公主非死不可,http://wdy.601417.eu.org:55007/ofiii146/index.m3u8
好搭檔,http://wdy.601417.eu.org:55007/ofiii147/index.m3u8
頭腦共助,http://wdy.601417.eu.org:55007/ofiii148/index.m3u8
凌晨兩點的灰姑娘,http://wdy.601417.eu.org:55007/ofiii149/index.m3u8
台灣靈異事件,http://wdy.601417.eu.org:55007/ofiii150/index.m3u8
包青天 1993版,http://wdy.601417.eu.org:55007/ofiii151/index.m3u8
我的婆婆怎麼那麼可愛,http://wdy.601417.eu.org:55007/ofiii152/index.m3u8
村裡來了個暴走女外科,http://wdy.601417.eu.org:55007/ofiii153/index.m3u8
一把青,http://wdy.601417.eu.org:55007/ofiii154/index.m3u8
茶金,http://wdy.601417.eu.org:55007/ofiii155/index.m3u8
苦力,http://wdy.601417.eu.org:55007/ofiii156/index.m3u8
俗女養成記,http://wdy.601417.eu.org:55007/ofiii157/index.m3u8
麻醉風暴,http://wdy.601417.eu.org:55007/ofiii158/index.m3u8
雖然等級只有1級但固有技能是最強的,http://wdy.601417.eu.org:55007/ofiii159/index.m3u8
擁有超常技能的異世界流浪美食家,http://wdy.601417.eu.org:55007/ofiii160/index.m3u8
WIND BREAKER—防風少年—,http://wdy.601417.eu.org:55007/ofiii161/index.m3u8
在異世界獲得超強能力的我，在現實世界照樣無敵～等級提升改變人生命運～,http://wdy.601417.eu.org:55007/ofiii162/index.m3u8
第一神拳,http://wdy.601417.eu.org:55007/ofiii163/index.m3u8
刀劍神域(中文版),http://wdy.601417.eu.org:55007/ofiii164/index.m3u8
蠟筆小新(中文版),http://wdy.601417.eu.org:55007/ofiii165/index.m3u8
我們這一家,http://wdy.601417.eu.org:55007/ofiii166/index.m3u8
獵人(中文版),http://wdy.601417.eu.org:55007/ofiii167/index.m3u8
中華一番(中文版),http://wdy.601417.eu.org:55007/ofiii168/index.m3u8
隊長小翼(中文版),http://wdy.601417.eu.org:55007/ofiii169/index.m3u8
SPY X FAMILY 間諜家家酒,http://wdy.601417.eu.org:55007/ofiii170/index.m3u8
SPY X FAMILY 間諜家家酒(中文版),http://wdy.601417.eu.org:55007/ofiii171/index.m3u8
無職轉生，到了異世界就拿出真本事,http://wdy.601417.eu.org:55007/ofiii172/index.m3u8
關於我轉生變成史萊姆這檔事(國),http://wdy.601417.eu.org:55007/ofiii173/index.m3u8
夏目友人帳,http://wdy.601417.eu.org:55007/ofiii174/index.m3u8
家庭教師HITMAN REBORN!(中文版),http://wdy.601417.eu.org:55007/ofiii175/index.m3u8
烘焙王(中文版),http://wdy.601417.eu.org:55007/ofiii176/index.m3u8
鋼之鍊金術師,http://wdy.601417.eu.org:55007/ofiii177/index.m3u8
JOJO 的奇妙冒險,http://wdy.601417.eu.org:55007/ofiii178/index.m3u8
葬送的芙莉蓮,http://wdy.601417.eu.org:55007/ofiii179/index.m3u8
史上最強弟子兼一(中文版),http://wdy.601417.eu.org:55007/ofiii180/index.m3u8
爆漫王(中文版),http://wdy.601417.eu.org:55007/ofiii181/index.m3u8
忍者亂太郎(中文版),http://wdy.601417.eu.org:55007/ofiii182/index.m3u8
膽大黨,http://wdy.601417.eu.org:55007/ofiii183/index.m3u8
新忍者哈特利,http://wdy.601417.eu.org:55007/ofiii184/index.m3u8
生命的贏家,http://wdy.601417.eu.org:55007/ofiii192/index.m3u8
海派甜心,http://wdy.601417.eu.org:55007/ofiii195/index.m3u8
不良笑花,http://wdy.601417.eu.org:55007/ofiii196/index.m3u8
戰神,http://wdy.601417.eu.org:55007/ofiii197/index.m3u8
大新聞大爆卦,http://wdy.601417.eu.org:55007/ofiii201/index.m3u8
新聞大白話,http://wdy.601417.eu.org:55007/ofiii202/index.m3u8
文茜的世界周報,http://wdy.601417.eu.org:55007/ofiii203/index.m3u8
寰宇全視界,http://wdy.601417.eu.org:55007/ofiii204/index.m3u8
文茜的世界財經周報,http://wdy.601417.eu.org:55007/ofiii205/index.m3u8
環球大戰線,http://wdy.601417.eu.org:55007/ofiii206/index.m3u8
少康戰情室,http://wdy.601417.eu.org:55007/ofiii207/index.m3u8
國民大會,http://wdy.601417.eu.org:55007/ofiii208/index.m3u8
電動車時代,http://wdy.601417.eu.org:55007/ofiii215/index.m3u8
SiCAR愛車酷,http://wdy.601417.eu.org:55007/ofiii216/index.m3u8
狂人日誌,http://wdy.601417.eu.org:55007/ofiii217/index.m3u8
脖子解說 Mr. Neck,http://wdy.601417.eu.org:55007/ofiii218/index.m3u8
食尚玩家-Hello腹餓代,http://wdy.601417.eu.org:55007/ofiii225/index.m3u8
食尚玩家-天菜就醬吃,http://wdy.601417.eu.org:55007/ofiii226/index.m3u8
食尚玩家-2天1夜go,http://wdy.601417.eu.org:55007/ofiii227/index.m3u8
食尚玩家-熱血48小時,http://wdy.601417.eu.org:55007/ofiii228/index.m3u8
食尚玩家-魚肉鄉民,http://wdy.601417.eu.org:55007/ofiii229/index.m3u8
食尚玩家-瘋狂總部,http://wdy.601417.eu.org:55007/ofiii230/index.m3u8
非凡大探索,http://wdy.601417.eu.org:55007/ofiii234/index.m3u8
台灣1001個故事,http://wdy.601417.eu.org:55007/ofiii235/index.m3u8
詹姆士出走料理,http://wdy.601417.eu.org:55007/ofiii236/index.m3u8
進擊的台灣,http://wdy.601417.eu.org:55007/ofiii237/index.m3u8
世界第一等,http://wdy.601417.eu.org:55007/ofiii238/index.m3u8
台灣第一等,http://wdy.601417.eu.org:55007/ofiii239/index.m3u8
溢遊未盡,http://wdy.601417.eu.org:55007/ofiii240/index.m3u8
台灣真善美,http://wdy.601417.eu.org:55007/ofiii241/index.m3u8
請問今晚住誰家,http://wdy.601417.eu.org:55007/ofiii242/index.m3u8
紓壓雷雨聲,http://wdy.601417.eu.org:55007/ofiii250/index.m3u8
療癒下雨聲,http://wdy.601417.eu.org:55007/ofiii251/index.m3u8
放鬆的爵士午後,http://wdy.601417.eu.org:55007/ofiii252/index.m3u8
野外燒柴火聲,http://wdy.601417.eu.org:55007/ofiii253/index.m3u8
夏日陽光海浪聲,http://wdy.601417.eu.org:55007/ofiii254/index.m3u8
TVBS精采台,http://wdy.601417.eu.org:55007/4gtv-4gtv067/index.m3u8
原住民族電視台,http://wdy.601417.eu.org:55007/4gtv-live014/index.m3u8
TVBS新聞,http://wdy.601417.eu.org:55007/4gtv-4gtv072/index.m3u8
TVBS,http://wdy.601417.eu.org:55007/4gtv-4gtv073/index.m3u8
TVBS歡樂台,http://wdy.601417.eu.org:55007/4gtv-4gtv068/index.m3u8
博斯高球台,http://wdy.601417.eu.org:55007/litv-longturn05/index.m3u8
博斯高球二台,http://wdy.601417.eu.org:55007/litv-longturn06/index.m3u8
博斯運動一台,http://wdy.601417.eu.org:55007/litv-longturn07/index.m3u8
博斯無限台,http://wdy.601417.eu.org:55007/litv-longturn10/index.m3u8
博斯網球台,http://wdy.601417.eu.org:55007/litv-longturn09/index.m3u8
博斯運動二台,http://wdy.601417.eu.org:55007/litv-longturn08/index.m3u8
博斯魅力台,http://wdy.601417.eu.org:55007/litv-longturn04/index.m3u8
TVBS綜藝台,http://wdy.601417.eu.org:55007/4gtv-live087/index.m3u8
TVBS台劇台,http://wdy.601417.eu.org:55007/4gtv-live088/index.m3u8
TVBS食尚玩家,http://wdy.601417.eu.org:55007/ofiii31/index.m3u8
abc频道,#genre#
TVB亚洲武侠,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
TVB亚洲武侠,https://ali.hlspull.yximgs.com/live/12344.flv
亞洲旅遊台,https://haoyunlai.serv00.net/Smartv-1.php?id=asiatravel_twn
亞洲旅遊台,https://video.mytvsuper.xyz/live/c3fe1c123058a305cd081aef788f56be7605bcad021f4f433b9cb64f9aa1e5bf.m3u8?token=422640347226075
TLC旅遊生活,https://haoyunlai.serv00.net/Smartv-1.php?id=tlc_twn
EYE旅遊,https://haoyunlai.serv00.net/Smartv-1.php?id=eyetvtravel_twn
ELTA 生活旅遊,http://wdy.601417.eu.org:55007/4gtv-live120/index.m3u8
民視旅遊台,http://wdy.601417.eu.org:55007/litv-ftv07/index.m3u8
翡翠台,http://aktv_stream1.m16tv.cfd/stream/aktv/null/AKTV.m3u8
寰宇新聞台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-14/AKTV.m3u8
寰宇新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-7/AKTV.m3u8
東森新聞,http://aktv_stream1.m16tv.cfd/stream/aktv2/null/AKTV.m3u8
湖南卫视,http://113.64.197.118:6633/udp/239.77.1.5:5146
湖南卫视,http://113.64.197.118:6633/udp/239.77.0.88:5146
深圳都市频道,http://183.51.190.223:6633/udp/239.77.1.176:5146
深圳都市频道,http://183.51.190.223:6633/udp/239.77.1.124:5146
CCTV-2,http://113.64.197.118:6633/udp/239.77.1.158:5146
CCTV-13,http://113.64.197.118:6633/udp/239.77.0.188:5146
CCTV-13,http://113.64.197.118:6633/udp/239.253.43.196:5146
世界地理,http://183.51.190.223:6633/udp/239.253.43.24:5146
世界地理,http://183.51.190.223:6633/udp/239.253.43.7:5146
世界地理,http://111.166.54.233:50003/rtp/225.1.1.186:5002
世界地理,http://180.115.121.223:4022/rtp/239.49.8.87:8000
世界地理,http://180.125.159.56:4022/rtp/239.49.8.87:8000
世界地理,http://49.83.62.136:7000/rtp/239.49.8.87:8000
世界地理,http://58.221.126.138:4022/rtp/239.49.8.87:8000
世界地理,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000091000000244805/main.m3u8?stbid=
CCTV世界地理[1920x1080],http://113.104.187.91:7088/udp/239.253.43.24:5146
CCTV世界地理[1920x1080],http://113.104.187.91:7088/udp/239.253.43.7:5146
CCTV世界地理[1920x1080],http://113.100.31.0:4022/udp/239.253.43.24:5146
CCTV世界地理[1920x1080],http://113.100.31.0:4022/udp/239.253.43.7:5146
央视文化精品,http://175.11.9.82:4200/udp/239.76.254.56:9000
央视文化精品,http://183.51.190.223:6633/udp/239.253.43.27:5146
央视文化精品,http://183.51.190.223:6633/udp/239.253.43.13:5146
央视文化精品,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000091000000244810/main.m3u8?stbid=
CCTV央视文化精品[1920x1080],http://113.104.187.91:7088/udp/239.253.43.13:5146
CCTV央视文化精品[1920x1080],http://113.104.187.91:7088/udp/239.253.43.13:5146
CCTV央视文化精品[1920x1080],http://113.104.187.91:7088/udp/239.253.43.27:5146
CCTV央视文化精品[1920x1080],http://113.100.31.0:4022/udp/239.253.43.13:5146
CCTV央视文化精品[1920x1080],http://113.100.31.0:4022/udp/239.253.43.27:5146
Sun Music,https://haoyunlai.serv00.net/Smartv-1.php?id=Sunmusic
FASHION,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8
FASHION TV,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
PLAYBOY HD,https://f22.ccplay22aldrich.com/live/rx3/411/9bb448cd18b0d29aa46c24c9286c4d29/index.m3u8
PLAYBOY HD,https://fm1077.serv00.net/anbo/index.php?id=411
PLAYBOY HD,https://z88.ubtvfans.com/live/rx3/411/9bb448cd18b0d29aa46c24c9286c4d29/index.m3u8
PLAYBOY HD,http://190.11.225.124:5000/live/playboy_hd/playlist.m3u8
Playboy,http://spacetv.in/stream/DKQ6M3GWVG1/56.m3u8
Playboy,mitv://generationnexxxt.com:19806/47f99c6bdb9449a594cc0621f8980f3c
Playboy,mitv://135.148.104.228:19806/47f99c6bdb9449a594cc0621f8980f3c
BUSTY LOVER,https://z88.ubtvfans.com/live/rx4/3093/2a861849d86e97cc28acbdb9729732c8/index.m3u8
CUM 4K,https://z88.ubtvfans.com/live/rx4/3094/ea741775a7f562ad2b33e9ae4fc4c8cc/index.m3u8
美国家庭,p3p://173.208.176.178:31809/5ff7341b000bdc38cc94ba7e6b763297
欧美艺术,p3p://173.208.176.178:31809/607e1f9f0004af8edb961118303e4935
美国家庭,p3p://108.181.20.159:45963/5ff7341b000bdc38cc94ba7e6b763297
欧美艺术,p3p://108.181.20.159:45963/607e1f9f0004af8edb961118303e4935
美国家庭,p3p://45.86.67.154:9906/608c03e2000dff3203a904c8e2c1604e
欧美艺术,p3p://45.86.67.154:9906/608c0408000d5fc803a9990f5e1be750
Playboy KR,p3p://173.208.176.178:31809/646fa54000041fa7e554fbe50f3b3077
